model,accuracy,precision_macro,recall_macro,f1_macro,roc_auc_ovr_macro,roc_auc,average_precision
qlstm,0.39545454545454545,0.5176570478161451,0.6444444444444444,0.530481639922238,,,
lstm,0.42954545454545456,0.5337269744284312,0.7,0.5740572692902666,,,
transformer,0.4875,0.650657514458848,0.7944444444444444,0.6663805487005843,,,
autoencoder,0.4375,0.5451822938111787,0.6672764227642276,0.37759958620945866,,0.8214430894308942,0.9820030119376726
